,CASE_ID,age,income,household_,attitude,subnorms,pbc,lon,lat,geoid,ami_categ,elec_consumption,tract,bgid
25,2670,45to54,less75k,1.0,0.125,0.75,-0.3333333333333333,-73.85996810422705,42.74504817133731,360010138012015,2,101.029416,013801,0138012
26,23201,65plus,100to150k,0.0,0.3125,1.0,0.0,-73.89416001298966,42.72263895257747,360010146075055,3,105.2158745,014607,0146075
27,41536,55to64,100to150k,1.0,0.6875,0.5,-0.3333333333333333,-74.05390695329426,42.69812516308597,360010147002001,4,124.0863595,014700,0147002
28,46201,45to54,less75k,0.0,0.3125,0.25,0.0,-73.72774020599225,42.81952683180261,360010135032000,2,101.029416,013503,0135032
29,40932,25to44,75to100k,1.0,0.0,1.0,-0.8333333333333334,-74.0243413302039,42.712369320803994,360010146121000,4,124.0863595,014612,0146121
30,67000,55to64,75to100k,1.0,0.3125,0.75,-0.3333333333333333,-73.93661218840779,42.74254630886259,360010146073032,2,101.029416,014607,0146073
31,15428,55to64,less75k,0.0,-0.25,0.5,-0.3333333333333333,-73.8271488577539,42.712487436008104,360010139011004,2,101.029416,013901,0139011
32,65922,45to54,100to150k,1.0,0.25,0.25,-0.1666666666666666,-73.83795902044619,42.620500526979825,360010142021013,3,105.2158745,014202,0142021
33,15321,65plus,less75k,0.0,0.5625,0.5,-0.3333333333333333,-73.82746846157295,42.7105349921551,360010139011004,2,101.029416,013901,0139011
34,76310,65plus,75to100k,1.0,0.875,1.0,-0.5,-73.82957455339779,42.60900078286507,360010142032015,2,101.029416,014203,0142032
35,60057,45to54,150kplus,0.0,0.375,0.5,-0.6666666666666666,-73.8560073927922,42.73530252012854,360010139012000,4,124.0863595,013901,0139012
36,5136,45to54,less75k,1.0,0.375,0.0,-0.6666666666666666,-73.91602960232896,42.70768873836644,360010146072004,1,110.040484,014607,0146072
37,50613,25to44,150kplus,1.0,0.9375,0.0,-0.1666666666666666,-73.92299982094542,42.72571419898222,360010146074022,4,124.0863595,014607,0146074
38,15490,65plus,150kplus,0.0,-0.3125,0.5,0.0,-73.82723366024254,42.71180394239359,360010139011004,4,124.0863595,013901,0139011
39,15628,45to54,100to150k,1.0,0.4375,0.0,-0.5,-73.8238026639923,42.709041238206005,360010139011009,4,124.0863595,013901,0139011
40,44232,25to44,75to100k,0.0,0.375,0.75,0.0,-74.09964247185907,42.46852432031548,360010148031149,4,124.0863595,014803,0148031
41,15002,45to54,150kplus,0.0,0.3125,-0.5,0.0,-73.84673910177807,42.61428019802547,360010142034015,4,124.0863595,014203,0142034
42,60393,65plus,less75k,1.0,0.0625,0.25,-0.5,-73.8461186202548,42.72715030610599,360010139012002,1,110.040484,013901,0139012
43,8732,25to44,100to150k,1.0,0.0,0.5,0.5,-73.7690099592436,42.52702350616443,360010143011000,4,124.0863595,014301,0143011
44,41985,65plus,less75k,0.0,-0.25,0.25,-0.1666666666666666,-74.10431216234771,42.48283521883197,360010148022009,3,105.2158745,014802,0148022
45,57479,45to54,less75k,1.0,0.125,0.5,-0.3333333333333333,-74.16727345520131,42.68919020200078,360010147001063,3,105.2158745,014700,0147001
46,28749,55to64,less75k,0.0,0.0625,0.0,-0.6666666666666666,-73.75782606812112,42.62600829337558,360010026004001,1,110.040484,002600,0026004
47,54913,25to44,less75k,0.0,0.875,1.0,-0.3333333333333333,-73.76398151838563,42.68206542894134,360010137053019,1,110.040484,013705,0137053
48,31643,65plus,less75k,0.0,0.0625,0.0,-0.3333333333333333,-73.82197863688874,42.67371498824052,360010018023000,3,105.2158745,001802,0018023
49,40878,45to54,150kplus,1.0,0.0625,-0.5,0.0,-74.03138657591974,42.70944796626759,360010146121003,4,124.0863595,014612,0146121
50,60435,25to44,150kplus,1.0,-0.125,0.0,-0.5,-73.84525599236989,42.7272135587917,360010139012002,4,124.0863595,013901,0139012
51,44596,45to54,less75k,1.0,0.5,0.75,0.0,-74.01798748898717,42.54703861577395,360010148031014,1,110.040484,014803,0148031
52,55133,65plus,150kplus,0.0,0.0,0.0,0.5,-73.76920160488557,42.67913887966238,360010137053038,4,124.0863595,013705,0137053
53,54898,25to44,less75k,0.0,-0.0625,0.5,-0.3333333333333333,-73.77074522262544,42.6880275090561,360010137053019,1,110.040484,013705,0137053
54,41019,25to44,150kplus,1.0,-0.1875,0.0,0.0,-74.03042371959954,42.70981511487116,360010146121003,4,124.0863595,014612,0146121
55,25177,65plus,150kplus,0.0,0.25,0.5,-0.3333333333333333,-73.78651796615264,42.65215760708496,360010019011001,4,124.0863595,001901,0019011
56,31626,45to54,100to150k,0.0,0.3125,0.75,-0.6666666666666666,-73.82450157911174,42.67121513188139,360010018023016,4,124.0863595,001802,0018023
57,65094,65plus,100to150k,0.0,-0.0625,-0.25,-0.1666666666666666,-73.71388872980647,42.71406157872067,360010136011020,4,124.0863595,013601,0136011
58,65071,55to64,150kplus,0.0,0.1875,0.0,-0.5,-73.71658482184513,42.711733992785376,360010136011020,4,124.0863595,013601,0136011
59,65090,65plus,75to100k,0.0,0.0625,-0.25,-0.3333333333333333,-73.7129933389248,42.71402139241847,360010136011020,4,124.0863595,013601,0136011
60,26089,45to54,less75k,0.0,0.75,0.25,-0.5,-73.78461007132432,42.72446199130063,360010137073008,3,105.2158745,013707,0137073
61,13731,65plus,100to150k,0.0,0.5,0.75,0.0,-73.82206787446712,42.71027793781662,360010139023028,4,124.0863595,013902,0139023
62,37103,65plus,less75k,0.0,-0.0625,0.25,-0.5,-73.79127079181055,42.50146177275551,360010144011047,3,105.2158745,014401,0144011
63,54961,25to44,150kplus,0.0,0.5,0.25,0.0,-73.76319947409048,42.68356344397189,360010137053019,4,124.0863595,013705,0137053
64,64155,65plus,less75k,1.0,0.3125,0.0,-0.6666666666666666,-73.74813650241335,42.691525168237646,360010136022016,3,105.2158745,013602,0136022
65,26560,25to44,150kplus,0.0,0.0,0.0,0.1666666666666666,-73.89062197396736,42.49573660520819,360010144012025,4,124.0863595,014401,0144012
66,7300,55to64,less75k,0.0,-0.375,0.5,-1.0,-73.82215115369571,42.70550130046296,360010140013001,1,110.040484,014001,0140013
67,6938,65plus,less75k,0.0,-0.125,0.0,-0.5,-73.75844870773302,42.67687490066393,360010003003010,2,101.029416,000300,0003003
68,13685,65plus,75to100k,0.0,-0.125,0.0,-0.6666666666666666,-73.8143917262941,42.715727896171195,360010139023028,4,124.0863595,013902,0139023
69,7239,25to44,less75k,0.0,0.0625,0.25,-1.0,-73.82350298254948,42.70731964668752,360010140013001,1,110.040484,014001,0140013
70,32855,55to64,100to150k,0.0,0.4375,0.5,-0.1666666666666666,-73.82941298879257,42.66093649917024,360010141001020,3,105.2158745,014100,0141001
71,7259,45to54,less75k,0.0,0.1875,0.25,0.1666666666666666,-73.82283510925853,42.70673286156689,360010140013001,3,105.2158745,014001,0140013
72,9712,65plus,75to100k,1.0,0.375,1.0,-0.1666666666666666,-73.81242013838467,42.62271507447938,360010142011022,3,105.2158745,014201,0142011
73,26369,55to64,100to150k,1.0,0.25,0.75,-0.3333333333333333,-73.78384810711093,42.72440989549986,360010137073008,4,124.0863595,013707,0137073
74,71431,25to44,less75k,1.0,0.5,0.25,-0.1666666666666666,-73.80664249550115,42.66795779483595,360010018011004,2,101.029416,001801,0018011
75,64875,55to64,150kplus,1.0,0.375,0.25,0.0,-73.74573976112967,42.7259724310759,360010136014006,4,124.0863595,013601,0136014
76,13833,25to44,75to100k,1.0,-0.4375,1.0,-0.6666666666666666,-73.81402491741942,42.71721887840632,360010139023028,4,124.0863595,013902,0139023
77,26076,25to44,100to150k,0.0,0.5625,1.0,-0.3333333333333333,-73.7830806688281,42.72270990647454,360010137073015,4,124.0863595,013707,0137073
78,13878,55to64,less75k,1.0,-0.1875,0.75,-0.3333333333333333,-73.82103368653938,42.71225649654827,360010139023028,3,105.2158745,013902,0139023
79,23493,45to54,150kplus,1.0,0.625,0.0,0.0,-73.90585397734802,42.73939005779499,360010146075004,4,124.0863595,014607,0146075
80,5760,65plus,less75k,0.0,0.125,0.0,-0.3333333333333333,-73.84378665540622,42.75326052342555,360010138021011,3,105.2158745,013802,0138021
81,7100,65plus,less75k,0.0,-0.3125,0.0,-0.5,-73.7560245107237,42.67710192496088,360010003003010,2,101.029416,000300,0003003
82,58798,45to54,100to150k,0.0,0.1875,0.5,0.1666666666666666,-73.96969191332641,42.75272906817824,360010146063013,4,124.0863595,014606,0146063
83,16832,65plus,75to100k,0.0,0.0,0.75,-0.3333333333333333,-73.81709782528885,42.59961679336626,360010143023017,3,105.2158745,014302,0143023
84,76755,65plus,100to150k,0.0,-0.375,0.25,0.0,-73.82905587145788,42.62046129946499,360010142031013,3,105.2158745,014203,0142031
85,69217,65plus,less75k,1.0,0.8125,0.0,-1.0,-73.80063120814937,42.67079569462793,360010004033015,2,101.029416,000403,0004033
86,64935,45to54,less75k,0.0,0.0625,0.5,0.0,-73.71777712671931,42.70997581196979,360010136011027,1,110.040484,013601,0136011
87,56892,25to44,75to100k,1.0,0.375,-0.25,-0.1666666666666666,-73.82150652430862,42.584215715650885,360010143021027,3,105.2158745,014302,0143021
88,54824,55to64,less75k,0.0,0.4375,0.5,-0.3333333333333333,-73.77305500816583,42.6901311545244,360010137053019,3,105.2158745,013705,0137053
89,16496,45to54,less75k,1.0,0.6875,0.0,0.5,-73.88063405289459,42.57728643492937,360010145023043,3,105.2158745,014502,0145023
90,26281,65plus,less75k,1.0,0.3125,0.0,-0.5,-73.78316216582674,42.72426100606366,360010137073008,1,110.040484,013707,0137073
91,10738,65plus,100to150k,1.0,0.5,0.5,-0.1666666666666666,-73.7948922527975,42.744446730217405,360010137031065,3,105.2158745,013703,0137031
92,33014,65plus,75to100k,1.0,0.25,0.5,-0.1666666666666666,-73.82972433643164,42.6598738041042,360010141001020,2,101.029416,014100,0141001
93,64951,55to64,less75k,0.0,0.375,0.5,-0.1666666666666666,-73.71735202439613,42.711144509503875,360010136011027,1,110.040484,013601,0136011
94,31460,55to64,less75k,1.0,0.1875,0.75,-0.3333333333333333,-73.81985690150582,42.67493294097756,360010018024001,2,101.029416,001802,0018024
95,69101,45to54,less75k,0.0,0.0,0.75,-0.8333333333333334,-73.80046306834583,42.671476416571444,360010004033015,2,101.029416,000403,0004033
96,47005,55to64,150kplus,1.0,0.6875,0.25,-0.8333333333333334,-73.74022459083393,42.763368468708244,360010135031008,4,124.0863595,013503,0135031
97,63259,65plus,less75k,0.0,0.0,0.5,0.0,-73.80461992816615,42.71880864314904,360010137052001,2,101.029416,013705,0137052
98,5630,25to44,150kplus,0.0,0.0,0.0,-0.3333333333333333,-73.84408427217608,42.75290292429911,360010138021011,4,124.0863595,013802,0138021
99,21782,55to64,150kplus,0.0,0.375,0.75,-1.0,-73.9041494438744,42.567527777816004,360010145021022,4,124.0863595,014502,0145021
100,76572,55to64,100to150k,0.0,0.4375,0.0,-0.3333333333333333,-73.8205677171145,42.61355984389314,360010142031018,3,105.2158745,014203,0142031
101,17078,65plus,less75k,0.0,0.375,0.25,-0.3333333333333333,-73.81695513945152,42.597209205954506,360010143023017,2,101.029416,014302,0143023
102,13318,55to64,100to150k,0.0,0.6875,1.0,-0.3333333333333333,-73.81581217656914,42.715026313079306,360010139023028,4,124.0863595,013902,0139023
103,17630,45to54,75to100k,0.0,-0.5,0.0,-1.0,-73.8376612653266,42.60437465388906,360010142035030,2,101.029416,014203,0142035
104,57320,45to54,less75k,0.0,0.25,0.5,-0.5,-74.16538335003533,42.68982553578249,360010147001063,3,105.2158745,014700,0147001
105,52627,65plus,less75k,0.0,0.0,0.25,-0.5,-73.77688411906249,42.76572246864318,360010135083033,1,110.040484,013508,0135083
106,64709,25to44,less75k,1.0,0.375,1.0,0.1666666666666666,-73.74187079772743,42.725125309624225,360010136014006,2,101.029416,013601,0136014
107,13310,55to64,75to100k,0.0,0.375,-1.0,-0.5,-73.82059550705154,42.71134587564472,360010139023028,4,124.0863595,013902,0139023
108,18720,55to64,150kplus,1.0,0.375,0.5,-0.3333333333333333,-73.75408105099278,42.65956458734887,360010002002003,4,124.0863595,000200,0002002
109,23426,55to64,75to100k,1.0,0.0,0.0,-0.6666666666666666,-73.89332901454384,42.73212695136598,360010146075004,2,101.029416,014607,0146075
110,6880,55to64,100to150k,0.0,0.25,0.25,-0.3333333333333333,-73.75998454751297,42.67572757637974,360010003003010,4,124.0863595,000300,0003003
111,6642,45to54,75to100k,0.0,0.125,0.0,-1.0,-73.95413675371464,42.70079137237057,360010146111014,2,101.029416,014611,0146111
112,52409,25to44,less75k,0.0,0.3125,0.75,-0.8333333333333334,-73.77953220608127,42.765919750719604,360010135083033,3,105.2158745,013508,0135083
113,43287,55to64,75to100k,1.0,0.1875,0.25,-0.1666666666666666,-73.87996359872925,42.69881583733657,360010146082016,4,124.0863595,014608,0146082
114,29024,65plus,less75k,0.0,0.0625,0.5,0.3333333333333333,-73.83995952578263,42.65091919009502,360010018015010,2,101.029416,001801,0018015
115,2924,45to54,150kplus,0.0,0.3125,1.0,-0.5,-73.86515194438145,42.62393993927958,360010142023015,4,124.0863595,014202,0142023
116,43116,25to44,less75k,1.0,0.375,0.75,0.5,-73.87725794702233,42.699480372484985,360010146082005,1,110.040484,014608,0146082
117,25989,25to44,150kplus,0.0,0.5,0.5,0.1666666666666666,-73.79060662410785,42.72345006747562,360010137073003,4,124.0863595,013707,0137073
118,63458,55to64,less75k,1.0,0.4375,0.5,-0.3333333333333333,-73.80400297918294,42.71829442573248,360010137052001,3,105.2158745,013705,0137052
119,65048,55to64,less75k,0.0,0.125,1.0,-0.6666666666666666,-73.71530905249452,42.70923214999311,360010136011027,1,110.040484,013601,0136011
120,64821,65plus,100to150k,1.0,0.3125,0.5,-0.5,-73.74484397303772,42.72584490245675,360010136014006,4,124.0863595,013601,0136014
121,55053,55to64,100to150k,0.0,0.4375,0.0,-0.1666666666666666,-73.76138799067961,42.68600003521484,360010137053019,4,124.0863595,013705,0137053
122,19142,55to64,75to100k,1.0,0.3125,0.0,-0.6666666666666666,-73.7530901744461,42.66842526301202,360010002001029,4,124.0863595,000200,0002001
123,6841,25to44,less75k,0.0,0.625,0.5,-0.3333333333333333,-73.75711727599413,42.67325531041634,360010003003010,3,105.2158745,000300,0003003
124,26306,45to54,less75k,1.0,1.0,1.0,0.0,-73.78716820842713,42.72767890937633,360010137073003,2,101.029416,013707,0137073
125,43218,25to44,less75k,1.0,-0.5,0.25,-0.1666666666666666,-73.87828204903789,42.69804933255344,360010146082016,2,101.029416,014608,0146082
126,65105,25to44,less75k,1.0,0.125,-1.0,-0.1666666666666666,-73.71869973026136,42.709422091905935,360010136011028,3,105.2158745,013601,0136011
127,30952,55to64,75to100k,0.0,0.375,0.5,-0.1666666666666666,-73.82382863457124,42.670722186525,360010018022001,4,124.0863595,001802,0018022
128,2904,45to54,100to150k,0.0,-0.0625,0.5,0.1666666666666666,-73.86986123187846,42.624704407110784,360010142023015,3,105.2158745,014202,0142023
129,69313,65plus,150kplus,0.0,-0.375,0.0,0.1666666666666666,-73.78064421687542,42.65760838899132,360010015002003,4,124.0863595,001500,0015002
130,45959,55to64,75to100k,0.0,0.875,0.5,-0.5,-73.76167482258131,42.64411953148526,360010023001000,4,124.0863595,002300,0023001
131,35727,25to44,100to150k,0.0,0.0,1.0,-0.6666666666666666,-73.81579057478704,42.660285256883675,360010018014003,4,124.0863595,001801,0018014
132,24873,55to64,less75k,1.0,0.125,0.25,-0.3333333333333333,-73.75812390934715,42.66480743614114,360010007003003,2,101.029416,000700,0007003
133,57185,45to54,less75k,1.0,0.4375,0.0,-0.5,-73.81902506818199,42.594046433734675,360010143021017,1,110.040484,014302,0143021
134,23441,55to64,100to150k,1.0,0.3125,0.75,0.1666666666666666,-73.92195654131442,42.750833244868076,360010146075004,3,105.2158745,014607,0146075
135,7093,65plus,less75k,0.0,-0.3125,0.0,-0.3333333333333333,-73.77674689381962,42.682402019994086,360010003003028,2,101.029416,000300,0003003
136,24713,55to64,less75k,0.0,0.375,0.5,-0.3333333333333333,-73.75907939124822,42.66522783107206,360010007003003,1,110.040484,000700,0007003
137,23455,55to64,150kplus,1.0,0.125,1.0,0.0,-73.90529030052454,42.74017952733517,360010146075004,4,124.0863595,014607,0146075
138,35739,25to44,150kplus,0.0,0.125,0.0,0.0,-73.81330229874835,42.659885107893885,360010018014003,4,124.0863595,001801,0018014
139,11862,25to44,75to100k,0.0,0.5625,0.5,-0.1666666666666666,-73.77073671918923,42.634891244517156,360010026003004,4,124.0863595,002600,0026003
140,65030,45to54,100to150k,0.0,0.1875,0.0,-0.5,-73.71999558383581,42.709706746514684,360010136011028,4,124.0863595,013601,0136011
141,70169,45to54,75to100k,0.0,-0.5,0.25,0.0,-73.76877180009674,42.67283683093939,360010007001021,4,124.0863595,000700,0007001
142,31291,65plus,75to100k,0.0,0.4375,0.0,-0.3333333333333333,-73.82113375766549,42.67422353251265,360010018024018,4,124.0863595,001802,0018024
143,52715,45to54,100to150k,1.0,0.375,0.25,-0.6666666666666666,-73.76583623627988,42.76156289078518,360010135083039,4,124.0863595,013508,0135083
144,41196,25to44,100to150k,0.0,0.5625,0.25,-0.5,-74.12488160242302,42.65869345097973,360010147002086,4,124.0863595,014700,0147002
145,35859,25to44,75to100k,0.0,0.0625,0.75,-0.1666666666666666,-73.8152458382788,42.65993099045506,360010018014003,4,124.0863595,001801,0018014
146,42784,55to64,less75k,0.0,0.3125,0.5,-1.0,-73.8853456252576,42.69952040730349,360010146082021,2,101.029416,014608,0146082
147,41749,65plus,less75k,0.0,-0.1875,0.75,-0.5,-74.23828970470147,42.553540856716474,360010148012072,3,105.2158745,014801,0148012
148,44236,25to44,75to100k,0.0,0.875,0.5,-0.3333333333333333,-74.02551092782798,42.5491097671504,360010148031005,4,124.0863595,014803,0148031
149,35958,55to64,150kplus,0.0,0.0625,0.0,-0.1666666666666666,-73.81993999238422,42.65668522478887,360010018014013,4,124.0863595,001801,0018014
150,72501,25to44,less75k,0.0,0.4375,0.25,-0.5,-73.77828043026032,42.64281700539512,360010020001005,1,110.040484,002000,0020001
151,47643,55to64,less75k,0.0,0.4375,0.75,-0.6666666666666666,-73.72226918387759,42.77261448153574,360010130004006,3,105.2158745,013000,0130004
152,44465,65plus,less75k,0.0,0.375,-0.25,0.0,-74.02940902852036,42.547172281306835,360010148031005,3,105.2158745,014803,0148031
153,72624,25to44,75to100k,1.0,-0.625,0.5,-0.3333333333333333,-73.77807435265953,42.643246157367116,360010020001005,4,124.0863595,002000,0020001
154,31895,65plus,100to150k,0.0,0.125,0.5,-0.1666666666666666,-73.7879339401924,42.70124046744891,360010137051006,4,124.0863595,013705,0137051
155,46106,45to54,100to150k,1.0,0.25,0.5,-0.5,-73.75941571567564,42.63932221255091,360010025004004,4,124.0863595,002500,0025004
156,40542,45to54,less75k,0.0,0.3125,0.5,-0.1666666666666666,-74.03810938898064,42.70599586088737,360010146121018,1,110.040484,014612,0146121
157,59094,65plus,100to150k,0.0,-0.0625,0.5,-0.5,-73.98542499422464,42.739680739469286,360010146063018,4,124.0863595,014606,0146063
158,69325,65plus,75to100k,0.0,0.4375,0.0,0.0,-73.77761220796235,42.65780009229843,360010015002005,4,124.0863595,001500,0015002
159,59418,65plus,100to150k,1.0,0.5,0.5,-0.3333333333333333,-73.96488665712198,42.74614546567125,360010146063013,4,124.0863595,014606,0146063
160,6640,45to54,75to100k,0.0,0.4375,0.0,-0.8333333333333334,-73.94952715163612,42.70092756933272,360010146111014,2,101.029416,014611,0146111
161,59131,25to44,100to150k,1.0,0.5625,0.75,-0.5,-73.98738591098744,42.74099042770986,360010146063018,4,124.0863595,014606,0146063
162,59337,55to64,150kplus,1.0,0.125,0.25,0.0,-73.96812034360902,42.74785832135916,360010146063013,4,124.0863595,014606,0146063
163,26214,65plus,100to150k,0.0,0.0,0.5,0.0,-73.78506495865564,42.72656004478247,360010137073003,4,124.0863595,013707,0137073
164,47710,55to64,less75k,0.0,0.75,0.25,0.3333333333333333,-73.72710495057663,42.77092394663444,360010130004006,2,101.029416,013000,0130004
165,65035,55to64,less75k,0.0,0.5625,0.0,0.1666666666666666,-73.71453041531542,42.718666900000514,360010136011017,3,105.2158745,013601,0136011
166,45664,55to64,75to100k,0.0,0.0,0.5,-1.0,-73.76440842698695,42.65471650406915,360010014001003,4,124.0863595,001400,0014001
167,56671,25to44,less75k,1.0,0.4375,0.75,-0.3333333333333333,-73.8214145930723,42.590851035561634,360010143021017,2,101.029416,014302,0143021
168,65125,45to54,100to150k,1.0,0.0625,0.5,-0.5,-73.71485235659198,42.717440633284745,360010136011017,4,124.0863595,013601,0136011
169,31905,65plus,100to150k,0.0,0.125,0.75,-0.5,-73.78754617408947,42.701831167607246,360010137051006,4,124.0863595,013705,0137051
170,35134,25to44,less75k,1.0,0.5,0.25,-0.3333333333333333,-73.7996998834486,42.670722828858,360010004032013,3,105.2158745,000403,0004032
171,55030,55to64,less75k,0.0,0.1875,0.75,-0.1666666666666666,-73.76540316224664,42.68875249894955,360010137053019,1,110.040484,013705,0137053
172,31908,65plus,150kplus,0.0,0.4375,-0.5,0.0,-73.79216704599773,42.703119521227286,360010137051006,4,124.0863595,013705,0137051
173,58931,45to54,less75k,0.0,0.5625,0.5,-0.8333333333333334,-73.9669594899853,42.744947356157965,360010146063013,1,110.040484,014606,0146063
174,58896,25to44,less75k,0.0,0.375,0.5,-0.5,-73.96978535493463,42.74568183061308,360010146063013,2,101.029416,014606,0146063
175,39675,45to54,100to150k,0.0,0.5,0.0,0.0,-73.7749215954219,42.717361806414594,360010137072000,4,124.0863595,013707,0137072
176,27409,25to44,150kplus,1.0,-0.125,0.5,0.0,-73.68503093883916,42.774637061312255,360010127001007,4,124.0863595,012700,0127001
177,1881,25to44,less75k,0.0,0.875,0.5,0.5,-73.87967751205959,42.744015112189636,360010138017000,3,105.2158745,013801,0138017
178,31920,25to44,less75k,0.0,-0.375,0.25,-0.5,-73.78816433111062,42.70143915623538,360010137051006,3,105.2158745,013705,0137051
179,72923,55to64,150kplus,0.0,0.5,0.5,-0.8333333333333334,-73.80951255475422,42.62295924995756,360010142012000,4,124.0863595,014201,0142012
180,59240,65plus,150kplus,1.0,0.375,0.5,0.0,-73.99246014396579,42.74343263778196,360010146063018,4,124.0863595,014606,0146063
181,23933,55to64,100to150k,1.0,0.0,0.25,-0.3333333333333333,-73.75583169203543,42.742027275650415,360010135051016,4,124.0863595,013505,0135051
182,70167,45to54,75to100k,0.0,0.125,0.75,0.0,-73.77991991797458,42.6787015538472,360010007001017,4,124.0863595,000700,0007001
183,50218,45to54,75to100k,0.0,0.375,0.75,-0.6666666666666666,-73.93749043628458,42.73498438965795,360010146074013,2,101.029416,014607,0146074
184,62368,55to64,150kplus,0.0,0.0625,0.0,-0.1666666666666666,-73.83924545283794,42.68379736427207,360010146081003,4,124.0863595,014608,0146081
185,41875,45to54,less75k,0.0,0.3125,0.5,-0.8333333333333334,-74.10539854473151,42.47660366287388,360010148022010,1,110.040484,014802,0148022
186,9858,25to44,100to150k,0.0,0.625,0.0,-0.3333333333333333,-73.79628820975014,42.65471867050603,360010016004008,4,124.0863595,001600,0016004
187,26239,45to54,less75k,1.0,0.6875,0.75,-0.1666666666666666,-73.78603022202174,42.72623795525313,360010137073003,1,110.040484,013707,0137073
188,59161,45to54,75to100k,1.0,0.125,0.25,-1.0,-73.96662550171727,42.74571116210137,360010146063013,4,124.0863595,014606,0146063
189,45913,25to44,less75k,0.0,0.375,0.0,-0.3333333333333333,-73.76107245730736,42.64360643139805,360010023001000,3,105.2158745,002300,0023001
190,27645,65plus,150kplus,1.0,0.375,0.75,0.1666666666666666,-73.71380282432153,42.784497264309444,360010129001020,4,124.0863595,012900,0129001
191,6128,65plus,150kplus,1.0,0.375,0.75,0.1666666666666666,-73.85346619763226,42.75216102829644,360010138021008,4,124.0863595,013802,0138021
192,27578,65plus,75to100k,0.0,-0.125,0.5,0.0,-73.71316653676158,42.78546742136041,360010129001020,4,124.0863595,012900,0129001
193,20231,65plus,less75k,0.0,0.125,0.75,-0.5,-73.71206486325104,42.71051193098356,360010134001005,3,105.2158745,013400,0134001
