,CASE_ID,age,income,household_,attitude,subnorms,pbc
173,37040,45to54,less75k,0,0.0625,0.5,-0.16666666666666666
174,37059,45to54,100to150k,0,0.1875,0.75,-0.5
175,37103,65plus,less75k,0,0.125,0.5,-0.6666666666666666
176,37105,65plus,less75k,0,0.375,0.0,-0.3333333333333333
177,37106,65plus,less75k,0,0.375,0.25,0.0
178,37109,65plus,less75k,0,-0.0625,0.75,-0.16666666666666666
179,37114,65plus,less75k,0,0.0,0.5,-0.3333333333333333
180,37119,65plus,75to100k,0,0.0625,0.0,0.0
181,37122,65plus,75to100k,0,-0.625,0.5,-0.16666666666666666
182,37124,65plus,75to100k,0,0.1875,-0.25,-0.6666666666666666
183,37142,25to44,less75k,1,0.375,0.75,-0.6666666666666666
184,37157,25to44,150kplus,1,0.4375,0.5,-0.3333333333333333
185,37168,45to54,less75k,1,0.375,0.0,0.0
186,37170,45to54,less75k,1,0.5625,0.0,0.0
187,37176,45to54,less75k,1,0.375,0.75,-0.3333333333333333
188,37178,45to54,75to100k,1,0.1875,0.0,-0.3333333333333333
189,37182,45to54,75to100k,1,0.1875,0.25,0.16666666666666666
190,37192,45to54,150kplus,1,0.8125,0.75,0.0
191,37201,55to64,less75k,1,0.4375,1.0,-0.3333333333333333
192,37204,55to64,less75k,1,0.3125,0.0,-0.16666666666666666
193,37208,55to64,75to100k,1,0.125,0.0,0.3333333333333333
194,37234,65plus,75to100k,1,0.375,-0.5,-0.6666666666666666
195,37246,65plus,150kplus,1,0.1875,0.75,0.16666666666666666
196,37263,45to54,less75k,1,0.0,0.0,-0.6666666666666666
197,37267,45to54,75to100k,1,0.25,0.25,-0.3333333333333333
198,37273,45to54,150kplus,1,-0.5625,1.0,-0.3333333333333333
199,37274,55to64,less75k,1,0.25,0.5,-0.3333333333333333
200,37284,65plus,less75k,1,0.8125,0.25,-1.0
201,37293,65plus,75to100k,1,0.9375,0.75,-0.16666666666666666
202,37306,45to54,less75k,1,0.6875,1.0,0.5
203,37310,45to54,100to150k,1,0.1875,0.0,0.0
204,37321,65plus,75to100k,1,0.25,1.0,-0.5
205,37323,65plus,100to150k,1,0.5,0.5,-0.3333333333333333
206,37331,45to54,less75k,1,0.0,0.5,-0.5
207,37339,65plus,less75k,1,0.5,-0.5,-0.6666666666666666
208,66298,65plus,less75k,1,0.3125,0.25,-0.5
209,66004,25to44,less75k,0,1.0,1.0,0.5
210,66006,25to44,less75k,0,1.0,1.0,-0.5
211,66203,65plus,less75k,0,0.125,-0.5,-0.5
212,66296,65plus,less75k,1,0.8125,0.5,-0.6666666666666666
213,66377,25to44,100to150k,1,0.0625,0.25,0.0
214,30735,25to44,less75k,0,-0.5625,0.5,-0.3333333333333333
215,30755,45to54,less75k,0,0.9375,0.25,-0.3333333333333333
216,30775,55to64,less75k,0,0.125,1.0,-0.6666666666666666
217,30807,65plus,75to100k,0,0.375,0.0,-0.3333333333333333
218,30855,25to44,75to100k,0,0.25,0.5,-0.16666666666666666
219,30873,25to44,100to150k,0,0.625,0.25,-1.0
220,30923,45to54,150kplus,0,0.375,0.5,-0.16666666666666666
221,30969,55to64,150kplus,0,0.3125,1.0,-0.16666666666666666
222,31022,65plus,75to100k,0,-0.1875,-0.25,0.0
223,31071,65plus,less75k,1,0.8125,-0.5,-0.5
224,31076,65plus,100to150k,1,0.125,0.5,-0.16666666666666666
225,31080,25to44,less75k,1,0.125,0.0,0.0
226,31102,45to54,75to100k,1,0.5,-0.25,0.16666666666666666
227,31127,65plus,less75k,1,0.0,0.5,-0.16666666666666666
228,31152,65plus,less75k,1,0.375,0.25,-0.6666666666666666
229,2846,25to44,less75k,0,0.0625,0.25,-0.6666666666666666
230,2847,25to44,less75k,0,0.8125,0.5,-0.3333333333333333
231,2849,25to44,less75k,0,0.5,0.0,-0.5
232,2855,25to44,75to100k,0,0.125,0.5,-0.16666666666666666
233,2879,45to54,less75k,0,0.0625,0.5,0.0
234,2884,45to54,less75k,0,0.75,0.5,-0.16666666666666666
235,2887,45to54,less75k,0,0.25,0.5,-0.8333333333333334
236,2901,45to54,100to150k,0,-0.25,1.0,-0.5
237,2903,45to54,100to150k,0,0.25,0.5,-0.5
238,2904,45to54,100to150k,0,0.1875,1.0,0.0
239,2909,45to54,100to150k,0,0.0,1.0,0.0
240,2913,45to54,150kplus,0,0.375,0.25,0.0
241,2918,45to54,150kplus,0,0.9375,0.5,0.0
242,2920,45to54,150kplus,0,0.75,0.0,-0.6666666666666666
243,2923,45to54,150kplus,0,-0.4375,0.5,-0.16666666666666666
244,2924,45to54,150kplus,0,0.75,0.75,-0.16666666666666666
245,2931,55to64,less75k,0,0.5625,0.0,-1.0
246,2938,55to64,less75k,0,0.5625,0.75,0.0
247,2939,55to64,less75k,0,-0.25,0.5,-0.16666666666666666
248,2940,55to64,less75k,0,0.3125,0.75,-0.3333333333333333
249,2959,55to64,75to100k,0,0.0,0.0,-0.16666666666666666
250,2960,55to64,75to100k,0,0.4375,0.25,-0.5
251,2969,55to64,100to150k,0,0.25,0.5,0.0
252,2980,55to64,100to150k,0,0.5,0.5,0.3333333333333333
253,2987,55to64,150kplus,0,0.3125,0.5,-0.5
254,2997,55to64,150kplus,0,0.3125,0.0,-0.3333333333333333
255,3012,65plus,less75k,0,0.375,0.5,-0.6666666666666666
256,3016,65plus,less75k,0,0.25,0.5,-0.6666666666666666
257,3021,65plus,less75k,0,-0.1875,0.25,-0.5
258,3026,65plus,75to100k,0,0.75,0.5,-1.0
259,3032,65plus,100to150k,0,0.125,0.5,-0.16666666666666666
260,3038,65plus,100to150k,0,0.125,0.25,-0.5
261,3045,65plus,150kplus,0,0.4375,0.0,-0.3333333333333333
262,3046,65plus,150kplus,0,0.4375,0.0,-0.3333333333333333
263,3050,65plus,150kplus,0,0.5625,0.5,0.5
264,3057,65plus,150kplus,0,0.25,0.0,0.0
265,3062,25to44,less75k,0,0.125,0.25,-0.6666666666666666
266,3065,25to44,less75k,0,0.5,0.5,-0.3333333333333333
267,3067,25to44,less75k,0,0.25,0.25,-0.3333333333333333
268,3071,25to44,75to100k,0,0.375,1.0,-0.6666666666666666
269,3081,25to44,100to150k,0,0.75,-0.25,-0.16666666666666666
270,3083,25to44,100to150k,0,0.625,0.75,-0.6666666666666666
271,3091,25to44,150kplus,0,0.0625,0.0,-0.5
272,3093,25to44,150kplus,0,0.125,0.75,0.16666666666666666
273,3095,25to44,150kplus,0,0.0,0.75,0.0
274,3108,45to54,less75k,0,-0.125,0.5,-0.6666666666666666
275,3111,45to54,less75k,0,0.3125,0.5,-0.3333333333333333
276,3121,45to54,less75k,0,0.0,0.5,-0.6666666666666666
277,3123,45to54,75to100k,0,0.3125,0.75,-0.5
278,3126,45to54,75to100k,0,0.3125,0.25,-0.8333333333333334
279,3127,45to54,75to100k,0,-0.125,0.5,-0.5
280,3137,45to54,100to150k,0,-0.0625,0.5,0.0
281,3141,45to54,100to150k,0,-0.0625,0.0,0.0
282,3150,45to54,150kplus,0,0.375,-0.5,-0.16666666666666666
283,3151,45to54,150kplus,0,0.5625,0.5,-0.16666666666666666
284,3154,45to54,150kplus,0,0.5,0.5,0.0
285,3155,45to54,150kplus,0,0.25,0.0,0.0
286,3159,45to54,150kplus,0,0.25,0.75,0.0
287,3161,45to54,150kplus,0,0.375,0.5,0.0
288,3163,45to54,150kplus,0,0.375,0.25,-0.16666666666666666
289,3164,45to54,150kplus,0,0.375,0.0,0.0
290,3175,45to54,150kplus,0,0.25,1.0,0.0
291,3176,55to64,less75k,0,-0.6875,0.25,-0.3333333333333333
292,3183,55to64,less75k,0,0.1875,0.25,-0.5
293,3185,55to64,less75k,0,0.4375,0.0,-0.16666666666666666
294,3192,55to64,less75k,0,0.4375,0.0,0.0
295,3193,55to64,less75k,0,-0.5,0.75,-0.5
296,3194,55to64,less75k,0,0.5625,1.0,-0.5
297,3195,55to64,less75k,0,0.125,0.75,-0.16666666666666666
298,3200,55to64,less75k,0,0.375,0.0,-0.5
299,3208,55to64,75to100k,0,0.0,0.0,-0.5
300,3212,55to64,75to100k,0,-0.3125,0.0,-0.3333333333333333
301,3216,55to64,75to100k,0,0.4375,0.25,-0.3333333333333333
302,3228,55to64,100to150k,0,-0.375,0.5,-0.3333333333333333
303,3236,55to64,100to150k,0,0.25,1.0,-0.5
304,3250,55to64,150kplus,0,-0.9375,0.0,-0.3333333333333333
305,3255,55to64,150kplus,0,-0.25,0.0,-1.0
306,3271,55to64,150kplus,0,0.0625,0.0,-0.16666666666666666
307,3273,55to64,150kplus,0,0.5,0.0,0.8333333333333334
308,3274,55to64,150kplus,0,0.5,0.5,-1.0
309,3275,55to64,150kplus,0,0.3125,0.5,-0.16666666666666666
310,3286,65plus,less75k,0,0.0,0.5,-0.6666666666666666
311,3303,65plus,less75k,0,0.3125,0.0,-0.16666666666666666
312,3320,65plus,100to150k,0,0.25,0.5,-0.5
313,3327,65plus,100to150k,0,-0.0625,0.25,0.0
314,3335,65plus,150kplus,0,0.125,1.0,0.5
315,3344,65plus,150kplus,0,0.3125,1.0,0.16666666666666666
316,3347,65plus,150kplus,0,0.125,0.5,-0.5
317,3348,65plus,150kplus,0,-0.375,0.75,0.0
318,3351,65plus,150kplus,0,0.125,1.0,-0.16666666666666666
319,3354,65plus,150kplus,0,0.25,0.5,-0.5
320,3368,25to44,150kplus,1,0.25,0.75,-0.5
321,3369,45to54,less75k,1,0.125,0.5,0.16666666666666666
322,3379,45to54,75to100k,1,0.125,0.25,-0.16666666666666666
323,3380,45to54,100to150k,1,0.4375,0.5,0.0
324,3408,55to64,75to100k,1,-0.0625,0.5,-0.3333333333333333
325,3409,55to64,75to100k,1,-0.125,0.25,-0.3333333333333333
326,3421,55to64,150kplus,1,0.0,1.0,-0.5
327,3424,55to64,150kplus,1,0.125,0.25,0.3333333333333333
328,3429,55to64,150kplus,1,-0.625,1.0,-0.5
329,3430,55to64,150kplus,1,0.75,0.0,-0.8333333333333334
330,3436,65plus,less75k,1,0.375,-0.5,-0.5
331,3438,65plus,less75k,1,0.125,0.25,-0.5
332,3449,65plus,150kplus,1,0.375,0.75,0.0
333,3458,25to44,less75k,1,0.875,0.0,-0.16666666666666666
334,3459,25to44,less75k,1,0.375,0.0,-0.6666666666666666
335,3462,25to44,75to100k,1,0.0,0.75,-0.3333333333333333
336,3465,25to44,100to150k,1,0.875,1.0,-0.16666666666666666
337,3470,25to44,150kplus,1,0.3125,0.25,-0.16666666666666666
338,3472,45to54,less75k,1,0.25,0.0,-0.5
339,3477,45to54,less75k,1,0.0,0.0,0.0
340,3483,45to54,75to100k,1,1.0,0.5,0.0
341,3487,45to54,100to150k,1,0.4375,0.5,-0.3333333333333333
342,3488,45to54,100to150k,1,0.375,0.5,-0.16666666666666666
343,3490,45to54,100to150k,1,-0.125,0.0,0.0
344,3506,55to64,less75k,1,0.8125,1.0,-0.3333333333333333
345,3519,55to64,100to150k,1,0.0,0.25,0.0
346,3520,55to64,100to150k,1,1.0,0.75,0.16666666666666666
347,3522,55to64,100to150k,1,0.0625,0.5,0.16666666666666666
348,3538,55to64,150kplus,1,0.125,-0.25,-0.5
349,3539,55to64,150kplus,1,-0.0625,1.0,0.16666666666666666
350,3543,65plus,less75k,1,0.0,0.25,-0.6666666666666666
351,3545,65plus,less75k,1,0.375,0.25,-0.16666666666666666
352,3551,65plus,75to100k,1,0.875,-0.5,-0.16666666666666666
353,3552,65plus,75to100k,1,0.25,0.75,-0.16666666666666666
354,3555,65plus,100to150k,1,0.125,0.5,-0.5
355,3556,65plus,100to150k,1,0.3125,0.5,-0.3333333333333333
356,3559,65plus,100to150k,1,0.125,0.5,-0.16666666666666666
357,3566,65plus,150kplus,1,0.375,0.75,0.16666666666666666
358,3572,25to44,less75k,1,0.5,0.25,0.0
359,3583,45to54,150kplus,1,0.125,-0.5,-0.6666666666666666
360,3586,55to64,less75k,1,0.1875,1.0,-0.3333333333333333
361,3596,55to64,150kplus,1,0.375,0.5,0.16666666666666666
362,3597,55to64,150kplus,1,-0.0625,0.5,-0.3333333333333333
363,3604,65plus,150kplus,1,0.375,0.5,0.16666666666666666
364,3605,65plus,150kplus,1,0.375,0.75,0.16666666666666666
365,3621,65plus,75to100k,1,0.25,0.5,-0.6666666666666666
366,3622,65plus,100to150k,1,0.5,0.5,-0.5
367,3637,55to64,150kplus,1,0.25,-0.25,0.0
368,11095,25to44,less75k,0,-0.0625,0.25,-0.16666666666666666
369,11100,25to44,less75k,0,0.25,0.75,-1.0
370,11105,25to44,less75k,0,0.625,0.75,-0.6666666666666666
371,11145,25to44,100to150k,0,0.375,0.0,-0.16666666666666666
372,11149,25to44,100to150k,0,0.5625,0.25,-0.3333333333333333
373,11190,45to54,less75k,0,0.125,0.5,-0.6666666666666666
374,11217,45to54,100to150k,0,-0.4375,0.0,0.16666666666666666
375,11294,55to64,100to150k,0,0.5,0.5,0.0
376,11295,55to64,100to150k,0,0.1875,0.5,-0.5
377,11360,65plus,75to100k,0,0.4375,0.25,-0.16666666666666666
378,11389,25to44,less75k,0,-0.0625,0.5,-0.3333333333333333
379,11402,25to44,less75k,0,0.5,0.5,-0.3333333333333333
380,11407,25to44,less75k,0,0.625,0.25,0.5
381,11414,25to44,less75k,0,0.1875,0.5,-0.16666666666666666
382,11570,55to64,100to150k,0,0.875,0.0,0.0
383,11589,65plus,less75k,0,0.0,0.25,-0.3333333333333333
384,11613,65plus,less75k,0,0.5625,0.25,-0.3333333333333333
385,11657,25to44,75to100k,1,-0.75,1.0,-1.0
386,11699,55to64,75to100k,1,0.375,0.25,-0.6666666666666666
387,11749,45to54,75to100k,1,0.375,0.5,-1.0
388,55643,25to44,100to150k,0,0.25,0.25,0.0
389,55663,45to54,less75k,0,0.3125,0.75,0.0
390,55693,45to54,100to150k,0,0.0625,1.0,-0.8333333333333334
391,55718,55to64,less75k,0,0.625,0.0,-0.16666666666666666
392,55737,55to64,150kplus,0,0.1875,0.0,-0.5
393,55759,65plus,less75k,0,0.875,0.25,-0.3333333333333333
394,55761,65plus,less75k,0,0.4375,0.25,-0.3333333333333333
395,55764,65plus,less75k,0,0.0,0.0,-0.16666666666666666
396,55781,65plus,100to150k,0,-0.0625,0.0,0.3333333333333333
397,55789,65plus,100to150k,0,0.0625,-0.25,0.0
398,55834,45to54,less75k,0,0.0625,0.5,-0.8333333333333334
399,55851,45to54,less75k,0,0.4375,0.5,-0.5
400,55875,45to54,150kplus,0,0.0625,0.5,-0.5
401,55881,55to64,less75k,0,-0.4375,0.5,-0.16666666666666666
402,55931,65plus,less75k,0,-0.3125,0.5,0.0
403,55979,25to44,75to100k,1,0.1875,0.5,-0.3333333333333333
404,55986,25to44,100to150k,1,0.5625,0.0,-0.16666666666666666
405,56018,45to54,less75k,1,0.6875,1.0,0.0
406,56040,45to54,100to150k,1,0.6875,0.5,-0.5
407,56079,65plus,less75k,1,0.3125,0.25,-0.5
408,56087,65plus,less75k,1,0.3125,0.25,-0.16666666666666666
409,56136,25to44,less75k,1,0.375,0.75,-0.3333333333333333
410,56160,45to54,less75k,1,0.9375,0.25,-0.3333333333333333
411,56183,55to64,less75k,1,0.125,0.5,-0.16666666666666666
412,56227,45to54,less75k,1,0.5,0.75,-0.16666666666666666
413,56247,25to44,150kplus,1,0.6875,0.25,0.0
414,28936,45to54,less75k,0,0.3125,0.5,-0.6666666666666666
415,29053,65plus,75to100k,0,-0.1875,0.25,-0.3333333333333333
416,29159,45to54,less75k,0,0.3125,-0.25,0.0
417,29214,55to64,less75k,0,-0.375,0.25,0.0
418,29440,65plus,less75k,1,0.375,0.25,-0.16666666666666666
419,10138,65plus,less75k,0,0.25,0.5,-0.6666666666666666
420,10193,25to44,less75k,1,1.0,1.0,-0.3333333333333333
421,10199,45to54,75to100k,1,0.5625,0.5,-0.3333333333333333
422,60538,25to44,75to100k,0,0.125,0.75,-0.16666666666666666
423,56280,25to44,less75k,0,0.0,0.75,-0.6666666666666666
424,56393,25to44,less75k,0,0.5625,0.0,-0.3333333333333333
425,56608,65plus,less75k,0,0.0,0.25,-0.8333333333333334
426,56633,65plus,100to150k,0,0.125,0.5,0.0
427,56651,65plus,150kplus,0,-1.0,0.0,0.0
428,56653,65plus,150kplus,0,0.3125,0.5,0.0
429,56655,65plus,150kplus,0,0.0,0.5,0.0
430,56703,25to44,100to150k,1,0.9375,0.5,-0.6666666666666666
431,56726,25to44,150kplus,1,0.0,0.75,-0.16666666666666666
432,56739,45to54,less75k,1,1.0,0.0,0.0
433,56876,25to44,less75k,1,0.875,0.25,-0.3333333333333333
434,56950,45to54,less75k,1,0.375,0.75,-0.6666666666666666
