,CASE_ID,age,income,household_,attitude,subnorms,pbc
160,34630,55to64,75to100k,0,0.375,0.0,0.0
161,34631,55to64,100to150k,0,0.3125,0.5,0.0
162,34635,55to64,100to150k,0,0.5,0.0,-0.3333333333333333
163,34636,55to64,100to150k,0,0.5,0.75,-0.6666666666666666
164,34637,55to64,150kplus,0,0.0625,0.0,0.0
165,34639,55to64,150kplus,0,0.0625,0.5,-0.16666666666666666
166,34640,55to64,150kplus,0,0.1875,0.5,0.8333333333333334
167,34642,65plus,less75k,0,0.0,0.75,-0.3333333333333333
168,34643,65plus,less75k,0,-0.0625,0.5,0.0
169,34650,65plus,less75k,0,0.4375,0.5,-0.16666666666666666
170,34655,65plus,less75k,0,-0.0625,0.5,-0.3333333333333333
171,34658,65plus,less75k,0,0.4375,0.75,-0.6666666666666666
172,34659,65plus,less75k,0,0.5,0.0,-0.3333333333333333
173,34660,65plus,less75k,0,0.3125,0.5,0.16666666666666666
174,34661,65plus,less75k,0,0.125,0.75,-0.6666666666666666
175,34662,65plus,less75k,0,0.375,0.75,-0.6666666666666666
176,34663,65plus,less75k,0,0.1875,0.0,-0.3333333333333333
177,34674,65plus,100to150k,0,-0.6875,0.0,0.0
178,34676,65plus,100to150k,0,0.3125,0.5,0.0
179,34680,65plus,100to150k,0,-0.0625,0.75,-0.3333333333333333
180,34682,65plus,150kplus,0,0.4375,0.5,0.16666666666666666
181,34684,65plus,150kplus,0,-1.0,0.25,0.5
182,34689,65plus,150kplus,0,0.5625,0.5,-0.3333333333333333
183,34691,25to44,less75k,0,0.5,0.5,-0.8333333333333334
184,34693,25to44,less75k,0,-0.125,0.25,-0.6666666666666666
185,34699,25to44,less75k,0,0.9375,0.25,-0.3333333333333333
186,34701,25to44,less75k,0,0.0625,0.0,-0.8333333333333334
187,34705,25to44,less75k,0,0.0625,0.0,-0.5
188,34706,25to44,less75k,0,1.0,0.25,-1.0
189,34717,25to44,75to100k,0,0.1875,0.25,-0.6666666666666666
190,34721,25to44,100to150k,0,0.375,0.75,-0.6666666666666666
191,34725,25to44,100to150k,0,0.25,0.75,-0.5
192,34728,25to44,100to150k,0,0.125,-0.25,-0.6666666666666666
193,34731,25to44,100to150k,0,-0.6875,1.0,-0.3333333333333333
194,34737,25to44,150kplus,0,0.5,0.25,0.0
195,34743,25to44,150kplus,0,0.125,0.0,0.0
196,34746,45to54,less75k,0,0.625,0.75,-0.5
197,34748,45to54,less75k,0,0.1875,-0.25,-0.16666666666666666
198,34753,45to54,75to100k,0,-0.25,0.25,-0.5
199,34754,45to54,100to150k,0,0.3125,0.0,-0.16666666666666666
200,34756,45to54,100to150k,0,-0.3125,0.0,-0.3333333333333333
201,34758,45to54,150kplus,0,0.75,0.75,0.0
202,34759,45to54,150kplus,0,0.375,0.75,-0.16666666666666666
203,34760,45to54,150kplus,0,0.5,0.75,-0.3333333333333333
204,34761,55to64,less75k,0,-0.625,0.5,-0.3333333333333333
205,34763,55to64,less75k,0,0.3125,0.75,-0.8333333333333334
206,34766,55to64,less75k,0,0.3125,0.75,0.0
207,34776,55to64,less75k,0,0.375,0.0,0.0
208,34779,55to64,75to100k,0,0.0625,0.25,-0.5
209,34780,55to64,75to100k,0,0.4375,-0.25,0.0
210,34782,55to64,75to100k,0,0.0625,0.25,-0.3333333333333333
211,34783,55to64,75to100k,0,0.3125,-0.5,-0.6666666666666666
212,34788,55to64,100to150k,0,0.875,0.0,-0.6666666666666666
213,34794,55to64,150kplus,0,0.1875,-0.75,0.8333333333333334
214,34795,55to64,150kplus,0,0.0625,0.5,-1.0
215,34797,55to64,150kplus,0,0.875,0.5,-0.16666666666666666
216,34806,65plus,less75k,0,0.0625,0.5,-0.5
217,34807,65plus,less75k,0,0.375,0.0,-0.16666666666666666
218,34809,65plus,less75k,0,0.4375,0.0,-0.6666666666666666
219,34810,65plus,less75k,0,0.5,0.75,-0.16666666666666666
220,34811,65plus,less75k,0,0.0625,0.0,-0.6666666666666666
221,34814,65plus,less75k,0,0.5625,0.0,0.0
222,34818,65plus,less75k,0,-0.1875,-0.5,0.0
223,34823,65plus,less75k,0,0.75,0.5,-0.16666666666666666
224,34824,65plus,less75k,0,-0.0625,0.5,-0.3333333333333333
225,34828,65plus,less75k,0,0.0625,0.5,-0.5
226,34830,65plus,less75k,0,0.0625,0.5,-0.3333333333333333
227,34833,65plus,less75k,0,0.1875,0.5,-0.16666666666666666
228,34834,65plus,75to100k,0,0.3125,0.25,-0.3333333333333333
229,34838,65plus,75to100k,0,0.25,0.25,-0.3333333333333333
230,34843,65plus,100to150k,0,0.4375,0.75,-0.5
231,34849,65plus,100to150k,0,0.25,0.75,-0.16666666666666666
232,34855,65plus,100to150k,0,0.0625,0.25,-0.5
233,34859,65plus,150kplus,0,0.3125,0.5,0.3333333333333333
234,34869,65plus,150kplus,0,0.375,0.5,0.0
235,34876,25to44,150kplus,1,0.3125,0.0,0.0
236,34879,45to54,100to150k,1,0.0625,0.5,-0.6666666666666666
237,34880,45to54,150kplus,1,0.125,0.5,0.0
238,34881,55to64,less75k,1,0.4375,0.5,-0.3333333333333333
239,34884,55to64,100to150k,1,0.0625,0.0,0.0
240,34885,55to64,150kplus,1,0.5,0.25,-0.5
241,34886,65plus,less75k,1,0.0,0.5,-0.16666666666666666
242,34890,65plus,100to150k,1,0.125,0.5,-0.16666666666666666
243,34891,65plus,100to150k,1,0.5,0.5,0.5
244,38433,55to64,100to150k,0,0.3125,0.0,-0.6666666666666666
245,38538,25to44,less75k,0,0.125,0.5,0.0
246,38547,25to44,less75k,0,0.5625,0.25,-0.16666666666666666
247,38588,25to44,150kplus,0,0.0625,0.5,-0.5
248,38832,65plus,less75k,0,0.0625,0.0,0.0
249,38852,65plus,less75k,0,0.25,-0.25,0.0
250,38887,65plus,75to100k,0,0.125,-0.25,0.0
251,39097,55to64,75to100k,1,0.0625,0.5,0.0
252,26024,55to64,100to150k,0,0.125,0.5,0.0
253,26053,65plus,150kplus,0,0.6875,0.0,-0.5
254,26069,25to44,75to100k,0,0.5,0.0,-1.0
255,26104,45to54,150kplus,0,0.0625,1.0,0.0
256,26238,45to54,less75k,1,0.5625,0.0,-0.5
257,26314,55to64,less75k,1,0.625,0.5,-0.3333333333333333
258,26323,55to64,75to100k,1,-0.5625,0.5,0.0
259,26338,55to64,150kplus,1,0.1875,0.75,-0.5
260,26351,65plus,150kplus,1,0.1875,0.5,0.0
261,26387,45to54,less75k,1,0.375,1.0,-0.3333333333333333
262,26393,45to54,150kplus,1,-0.25,0.0,-0.16666666666666666
263,26408,55to64,100to150k,1,1.0,0.25,-0.3333333333333333
264,26412,55to64,150kplus,1,-0.0625,0.25,-0.3333333333333333
265,39290,25to44,100to150k,0,-0.9375,0.25,-0.6666666666666666
266,39487,65plus,less75k,0,0.0,0.0,-0.6666666666666666
267,39509,65plus,75to100k,0,0.75,0.25,-0.3333333333333333
268,39718,55to64,less75k,0,0.4375,0.25,-0.3333333333333333
269,39855,25to44,75to100k,1,0.25,1.0,-0.8333333333333334
270,39334,45to54,less75k,0,0.6875,0.5,-0.8333333333333334
271,39362,45to54,100to150k,0,0.3125,0.25,0.0
272,39386,45to54,150kplus,0,-0.4375,0.0,0.0
273,39450,55to64,100to150k,0,0.25,-0.25,-0.5
274,39464,55to64,150kplus,0,0.375,0.5,-0.16666666666666666
275,39479,65plus,less75k,0,-0.25,0.0,-0.16666666666666666
276,39514,65plus,100to150k,0,-0.4375,0.5,0.0
277,39600,25to44,100to150k,0,0.5,0.0,-0.3333333333333333
278,39604,25to44,100to150k,0,0.75,1.0,-0.3333333333333333
279,39634,45to54,less75k,0,0.3125,0.5,-0.5
280,39648,45to54,75to100k,0,0.5,0.75,0.16666666666666666
281,39657,45to54,75to100k,0,0.3125,0.25,-0.3333333333333333
282,39791,65plus,less75k,0,0.375,0.5,-0.5
283,39827,65plus,100to150k,0,0.375,0.0,-0.3333333333333333
284,39879,45to54,75to100k,1,-0.9375,-0.5,0.6666666666666666
285,40000,55to64,100to150k,1,0.0625,0.0,0.16666666666666666
286,40031,65plus,150kplus,1,0.375,0.75,0.0
287,79502,25to44,less75k,0,-0.5625,0.25,-0.3333333333333333
288,79510,25to44,less75k,0,0.875,0.5,-1.0
289,79512,25to44,less75k,0,0.1875,0.5,-0.6666666666666666
290,79513,25to44,less75k,0,0.5,0.0,-0.16666666666666666
291,79519,25to44,less75k,0,0.1875,0.5,-0.3333333333333333
292,79558,45to54,less75k,0,0.25,0.5,0.0
293,79592,45to54,100to150k,0,-0.0625,0.0,-0.16666666666666666
294,79601,45to54,100to150k,0,-0.0625,0.25,-0.16666666666666666
295,79625,55to64,less75k,0,0.6875,1.0,-0.5
296,79639,55to64,less75k,0,0.5625,0.0,0.3333333333333333
297,79663,55to64,75to100k,0,-0.25,0.5,-0.6666666666666666
298,79675,55to64,100to150k,0,0.125,0.5,-0.6666666666666666
299,79678,55to64,150kplus,0,0.0625,0.5,-0.16666666666666666
300,79695,65plus,less75k,0,0.125,0.25,-0.3333333333333333
301,79700,65plus,less75k,0,-0.1875,0.0,-0.6666666666666666
302,79703,65plus,less75k,0,0.375,-0.5,-0.5
303,79724,65plus,75to100k,0,0.375,0.0,-0.16666666666666666
304,79762,25to44,less75k,0,0.1875,-0.25,-0.8333333333333334
305,79772,25to44,less75k,0,0.375,0.5,0.0
306,79778,25to44,75to100k,0,0.8125,1.0,-0.6666666666666666
307,79809,45to54,less75k,0,0.0625,0.5,-0.16666666666666666
308,79815,45to54,less75k,0,0.0625,0.75,-0.8333333333333334
309,79832,45to54,150kplus,0,0.75,0.25,-0.5
310,79837,55to64,less75k,0,-0.125,0.5,-0.5
311,79889,65plus,less75k,0,-0.5,0.0,-0.5
312,79926,65plus,100to150k,0,0.375,0.5,-0.8333333333333334
313,79932,65plus,150kplus,0,0.125,0.5,0.0
314,79938,25to44,100to150k,1,0.5625,1.0,0.0
315,79966,25to44,less75k,1,0.625,0.25,-0.16666666666666666
316,79969,25to44,less75k,1,0.375,0.75,-0.3333333333333333
317,79980,25to44,150kplus,1,0.6875,0.75,-0.5
318,79984,45to54,less75k,1,0.375,0.0,-0.6666666666666666
319,79989,45to54,less75k,1,0.9375,0.0,-0.16666666666666666
320,80002,55to64,less75k,1,0.4375,0.25,-0.3333333333333333
321,80014,55to64,75to100k,1,0.375,0.25,-0.3333333333333333
322,80020,55to64,100to150k,1,0.0625,0.25,-0.3333333333333333
323,80025,55to64,150kplus,1,0.1875,0.5,-0.8333333333333334
324,80026,65plus,less75k,1,0.625,0.25,-0.5
325,80054,25to44,less75k,1,0.8125,0.5,-0.16666666666666666
326,80066,45to54,less75k,1,0.1875,0.5,-0.5
327,80070,45to54,75to100k,1,1.0,0.5,0.0
328,80072,45to54,75to100k,1,-0.3125,0.5,-0.3333333333333333
329,80078,55to64,less75k,1,0.3125,0.25,-0.16666666666666666
330,80083,55to64,less75k,1,0.625,0.75,-0.16666666666666666
331,80109,65plus,100to150k,1,0.0625,0.5,-0.3333333333333333
332,80110,65plus,150kplus,1,0.375,0.5,0.0
333,80133,55to64,75to100k,1,-0.4375,0.5,0.0
334,80137,55to64,150kplus,1,0.1875,1.0,0.16666666666666666
335,31744,25to44,75to100k,0,0.4375,0.5,0.16666666666666666
336,31759,45to54,less75k,0,0.3125,0.5,-0.5
337,31761,45to54,less75k,0,0.25,0.5,-0.16666666666666666
338,31765,45to54,less75k,0,0.5625,1.0,0.0
339,31769,45to54,less75k,0,0.25,0.5,-0.6666666666666666
340,31772,45to54,less75k,0,0.0625,-0.25,-0.16666666666666666
341,31773,45to54,less75k,0,0.3125,-0.25,0.0
342,31778,45to54,75to100k,0,0.25,0.5,-0.6666666666666666
343,31782,45to54,75to100k,0,0.3125,0.25,-0.16666666666666666
344,31783,45to54,75to100k,0,0.75,1.0,-0.8333333333333334
345,31786,45to54,100to150k,0,0.125,0.0,-0.3333333333333333
346,31787,45to54,100to150k,0,0.1875,0.5,0.0
347,31790,45to54,100to150k,0,0.4375,0.75,0.0
348,31795,45to54,150kplus,0,0.6875,0.5,-0.3333333333333333
349,31805,55to64,less75k,0,-0.5,0.5,-0.8333333333333334
350,31806,55to64,less75k,0,0.5625,0.25,-0.16666666666666666
351,31813,55to64,less75k,0,-0.0625,0.0,0.0
352,31814,55to64,less75k,0,0.3125,0.75,0.0
353,31815,55to64,less75k,0,0.4375,0.0,-0.16666666666666666
354,31820,55to64,75to100k,0,0.125,0.0,-0.5
355,31824,55to64,75to100k,0,0.0625,0.0,-0.5
356,31826,55to64,75to100k,0,0.625,0.25,-0.6666666666666666
357,31833,55to64,100to150k,0,0.4375,0.0,-0.5
358,31834,55to64,150kplus,0,-0.25,0.0,-0.3333333333333333
359,31841,65plus,less75k,0,0.3125,0.0,-0.3333333333333333
360,31842,65plus,less75k,0,0.5625,0.5,0.0
361,31843,65plus,less75k,0,0.5625,0.0,-1.0
362,31856,65plus,less75k,0,0.125,1.0,-0.16666666666666666
363,31858,65plus,less75k,0,0.1875,0.5,-0.3333333333333333
364,31872,65plus,less75k,0,-0.625,1.0,-0.3333333333333333
365,31875,65plus,less75k,0,0.0,0.5,-0.16666666666666666
366,31884,65plus,75to100k,0,-0.125,0.0,0.3333333333333333
367,31888,65plus,75to100k,0,0.5,-0.5,-0.16666666666666666
368,31889,65plus,75to100k,0,0.4375,-0.5,0.0
369,31896,65plus,100to150k,0,0.5,0.5,-0.16666666666666666
370,31906,65plus,100to150k,0,-1.0,0.5,0.16666666666666666
371,31910,65plus,150kplus,0,0.6875,0.75,-0.16666666666666666
372,31911,65plus,150kplus,0,0.125,0.5,0.16666666666666666
373,31927,25to44,75to100k,0,0.5,0.0,0.0
374,31928,25to44,100to150k,0,0.25,0.25,-0.6666666666666666
375,31935,45to54,less75k,0,0.3125,0.5,0.0
376,31940,45to54,less75k,0,0.25,0.5,-0.3333333333333333
377,31944,45to54,less75k,0,0.625,1.0,0.0
378,31953,45to54,less75k,0,0.625,-0.25,-0.8333333333333334
379,31961,45to54,75to100k,0,0.125,0.75,-0.3333333333333333
380,31968,45to54,100to150k,0,0.8125,0.0,-0.16666666666666666
381,31970,45to54,100to150k,0,0.3125,0.0,0.0
382,31977,45to54,150kplus,0,0.375,0.75,-0.16666666666666666
383,31978,45to54,150kplus,0,0.375,0.25,-0.16666666666666666
384,31980,55to64,less75k,0,0.1875,0.25,-0.3333333333333333
385,31985,55to64,less75k,0,0.75,0.25,-1.0
386,31986,55to64,less75k,0,0.4375,1.0,-0.3333333333333333
387,31988,55to64,less75k,0,-0.0625,1.0,0.0
388,32004,55to64,75to100k,0,-0.6875,0.0,0.0
389,32007,55to64,100to150k,0,0.375,0.5,-0.3333333333333333
390,32012,55to64,150kplus,0,0.1875,0.0,-0.3333333333333333
391,32016,55to64,150kplus,0,0.1875,0.75,0.0
392,32020,65plus,less75k,0,0.0625,0.75,-0.5
393,32031,65plus,less75k,0,0.3125,0.25,-0.16666666666666666
394,32033,65plus,less75k,0,0.25,0.25,0.0
395,32034,65plus,less75k,0,0.5,0.25,-0.5
396,32036,65plus,less75k,0,0.25,0.0,-0.5
397,32047,65plus,less75k,0,-0.625,0.0,-0.16666666666666666
398,32049,65plus,less75k,0,-0.125,0.5,-0.16666666666666666
399,32054,65plus,75to100k,0,0.9375,0.25,-0.3333333333333333
400,32055,65plus,75to100k,0,0.0625,0.5,-0.16666666666666666
401,32066,65plus,75to100k,0,-0.1875,0.0,-0.8333333333333334
402,32070,65plus,100to150k,0,0.3125,0.0,-0.8333333333333334
403,32072,65plus,100to150k,0,0.625,0.0,-0.5
404,32073,65plus,100to150k,0,-0.9375,0.5,-0.5
405,32075,65plus,100to150k,0,0.1875,1.0,-0.3333333333333333
406,32080,65plus,100to150k,0,0.3125,0.75,-0.16666666666666666
407,32083,65plus,150kplus,0,0.25,0.25,0.0
408,32086,65plus,150kplus,0,0.6875,0.5,-0.6666666666666666
409,32087,65plus,150kplus,0,0.3125,0.5,-0.3333333333333333
410,32089,65plus,150kplus,0,0.25,0.0,0.0
411,32093,25to44,less75k,1,1.0,0.75,-0.3333333333333333
412,32096,25to44,100to150k,1,0.375,0.25,0.0
413,32097,25to44,150kplus,1,0.0625,0.5,0.0
414,32100,45to54,less75k,1,0.4375,0.75,0.0
415,32112,45to54,100to150k,1,0.6875,0.0,0.0
416,32122,55to64,less75k,1,0.125,0.25,0.16666666666666666
417,32139,65plus,less75k,1,0.3125,0.25,-0.16666666666666666
418,32149,65plus,75to100k,1,0.25,-0.5,-0.16666666666666666
419,32153,65plus,100to150k,1,0.125,0.25,-0.16666666666666666
420,32162,65plus,150kplus,1,0.375,0.5,0.16666666666666666
421,32163,25to44,less75k,1,0.6875,0.75,-0.16666666666666666
422,32164,25to44,less75k,1,0.0625,0.0,-0.3333333333333333
423,32167,25to44,150kplus,1,0.3125,0.0,-0.16666666666666666
424,32176,45to54,75to100k,1,0.6875,0.75,0.0
425,32181,55to64,less75k,1,0.4375,0.25,-0.16666666666666666
426,32186,55to64,75to100k,1,0.0,0.75,-0.3333333333333333
427,32187,55to64,75to100k,1,-0.375,0.0,-0.3333333333333333
428,32191,55to64,150kplus,1,0.0,0.0,-0.8333333333333334
429,32197,65plus,less75k,1,0.125,0.5,-0.5
430,32205,65plus,100to150k,1,0.3125,0.5,-0.5
431,32209,65plus,150kplus,1,0.375,0.5,0.16666666666666666
432,32211,65plus,150kplus,1,0.1875,0.5,0.0
433,32215,25to44,150kplus,1,0.375,0.5,-0.16666666666666666
434,32219,45to54,100to150k,1,0.25,0.5,-0.5
