,CASE_ID,age,income,household_,attitude,subnorms,pbc
118,1342,25to44,150kplus,0,0.0625,0.0,-0.3333333333333333
119,1345,25to44,150kplus,0,0.5,0.0,-0.5
120,1347,45to54,less75k,0,0.0625,0.25,-0.5
121,1349,45to54,less75k,0,0.0,0.5,-1.0
122,1351,45to54,less75k,0,0.25,0.0,-0.16666666666666666
123,1353,45to54,less75k,0,-0.1875,0.25,-1.0
124,1356,45to54,less75k,0,-0.125,-0.25,-0.16666666666666666
125,1357,45to54,less75k,0,-0.125,0.0,-0.5
126,1360,45to54,less75k,0,0.25,0.25,-0.6666666666666666
127,1362,45to54,less75k,0,0.75,0.5,-0.3333333333333333
128,1365,45to54,less75k,0,0.625,0.75,0.0
129,1366,45to54,less75k,0,0.6875,-0.25,-0.5
130,1377,45to54,75to100k,0,0.125,0.75,-0.5
131,1382,45to54,100to150k,0,0.4375,0.5,0.0
132,1383,45to54,100to150k,0,0.125,0.25,0.0
133,1384,45to54,100to150k,0,0.125,0.75,-0.8333333333333334
134,1386,45to54,100to150k,0,0.3125,0.5,0.0
135,1387,45to54,100to150k,0,0.4375,0.25,0.0
136,1389,45to54,100to150k,0,0.125,0.25,0.0
137,1393,45to54,100to150k,0,0.3125,0.5,-0.5
138,1394,45to54,150kplus,0,0.0625,0.75,-0.3333333333333333
139,1399,45to54,150kplus,0,0.375,0.5,-0.16666666666666666
140,1400,45to54,150kplus,0,0.375,0.5,-0.16666666666666666
141,1402,55to64,less75k,0,0.3125,0.25,-0.16666666666666666
142,1405,55to64,less75k,0,0.3125,0.0,-0.16666666666666666
143,1407,55to64,less75k,0,0.4375,0.0,0.0
144,1408,55to64,less75k,0,0.5625,0.25,0.0
145,1413,55to64,less75k,0,0.4375,1.0,0.0
146,1417,55to64,75to100k,0,0.3125,1.0,-0.3333333333333333
147,1421,55to64,75to100k,0,0.3125,0.25,-0.16666666666666666
148,1423,55to64,100to150k,0,0.5625,0.5,-0.3333333333333333
149,1430,55to64,150kplus,0,0.375,0.5,-0.3333333333333333
150,1436,65plus,less75k,0,0.375,0.5,-0.3333333333333333
151,1440,65plus,less75k,0,0.0625,0.5,0.0
152,1445,65plus,less75k,0,0.125,0.5,0.0
153,1450,65plus,less75k,0,0.0,0.75,-0.3333333333333333
154,1451,65plus,less75k,0,-0.0625,-0.25,-0.3333333333333333
155,1458,65plus,75to100k,0,0.5625,0.25,-0.16666666666666666
156,1460,65plus,75to100k,0,0.375,0.0,-0.16666666666666666
157,1464,65plus,100to150k,0,-0.9375,1.0,-0.16666666666666666
158,1465,65plus,100to150k,0,0.625,0.0,-0.5
159,1469,65plus,100to150k,0,0.0,1.0,0.0
160,1473,65plus,150kplus,0,0.4375,0.5,-0.16666666666666666
161,1476,65plus,150kplus,0,0.5,-0.5,-0.3333333333333333
162,1477,65plus,150kplus,0,-0.375,0.5,0.5
163,1478,25to44,less75k,1,0.5,0.5,-0.16666666666666666
164,1480,25to44,less75k,1,0.0,-0.75,-0.16666666666666666
165,1481,25to44,less75k,1,0.8125,0.0,-0.3333333333333333
166,1485,25to44,less75k,1,0.875,0.0,0.0
167,1489,25to44,less75k,1,-0.0625,0.75,-0.16666666666666666
168,1494,25to44,less75k,1,0.375,0.5,0.16666666666666666
169,1498,25to44,less75k,1,0.375,0.5,-0.3333333333333333
170,1503,25to44,75to100k,1,0.5,0.75,-0.6666666666666666
171,1504,25to44,75to100k,1,-0.3125,1.0,-0.8333333333333334
172,1506,25to44,75to100k,1,-0.0625,0.25,-0.8333333333333334
173,1508,25to44,75to100k,1,-0.625,-0.25,-0.3333333333333333
174,1509,25to44,75to100k,1,0.125,0.0,-0.6666666666666666
175,1512,25to44,75to100k,1,0.0625,1.0,-0.5
176,1514,25to44,100to150k,1,0.5625,0.0,-0.3333333333333333
177,1516,25to44,100to150k,1,0.25,0.5,-0.3333333333333333
178,1519,25to44,100to150k,1,0.875,0.5,-0.16666666666666666
179,1521,25to44,100to150k,1,0.875,1.0,0.0
180,1522,25to44,100to150k,1,-0.0625,0.0,0.0
181,1523,25to44,100to150k,1,0.25,0.25,0.0
182,1531,25to44,150kplus,1,0.0625,0.75,-0.16666666666666666
183,1534,45to54,less75k,1,0.375,0.25,0.0
184,1536,45to54,less75k,1,0.3125,-0.25,-0.8333333333333334
185,1537,45to54,less75k,1,0.0,0.25,0.0
186,1538,45to54,less75k,1,0.4375,0.75,0.0
187,1542,45to54,less75k,1,1.0,0.0,-0.5
188,1543,45to54,less75k,1,0.375,0.5,-0.6666666666666666
189,1545,45to54,less75k,1,0.75,1.0,-0.5
190,1550,45to54,less75k,1,0.375,0.5,-0.6666666666666666
191,1559,45to54,100to150k,1,0.5,0.5,-0.5
192,1564,45to54,100to150k,1,0.125,0.25,-0.3333333333333333
193,1568,45to54,150kplus,1,0.5,0.25,0.0
194,1571,45to54,150kplus,1,0.5,0.0,-0.16666666666666666
195,1574,55to64,less75k,1,0.25,0.5,-0.16666666666666666
196,1575,55to64,less75k,1,0.25,0.5,-0.3333333333333333
197,1577,55to64,less75k,1,0.125,0.0,-0.16666666666666666
198,1578,55to64,less75k,1,0.3125,0.25,-0.3333333333333333
199,1583,55to64,less75k,1,0.0,0.25,-0.16666666666666666
200,1584,55to64,75to100k,1,-0.125,0.0,0.0
201,1585,55to64,75to100k,1,0.625,0.5,-0.16666666666666666
202,1586,55to64,75to100k,1,-0.125,0.25,-0.3333333333333333
203,1595,55to64,150kplus,1,0.0625,0.25,-0.8333333333333334
204,1602,65plus,less75k,1,0.375,0.25,-1.0
205,1605,65plus,less75k,1,0.8125,0.0,-0.16666666666666666
206,1609,65plus,less75k,1,0.3125,-0.5,-0.16666666666666666
207,1613,65plus,75to100k,1,0.9375,-0.5,-0.16666666666666666
208,1617,65plus,75to100k,1,0.9375,1.0,-0.6666666666666666
209,1618,65plus,100to150k,1,0.3125,0.25,-0.3333333333333333
210,1620,65plus,100to150k,1,0.0625,0.5,0.5
211,1621,65plus,100to150k,1,0.3125,0.5,0.5
212,1625,65plus,150kplus,1,0.1875,0.5,0.0
213,1627,65plus,150kplus,1,0.375,0.5,0.0
214,1629,25to44,less75k,1,0.875,0.5,-0.3333333333333333
215,1630,25to44,less75k,1,0.1875,0.0,0.0
216,1631,25to44,less75k,1,0.0625,0.0,-0.3333333333333333
217,1639,25to44,less75k,1,0.0625,0.25,-0.3333333333333333
218,1642,25to44,less75k,1,0.5,0.5,-0.16666666666666666
219,1645,25to44,less75k,1,0.6875,0.5,-0.6666666666666666
220,1647,25to44,less75k,1,0.6875,0.75,-1.0
221,1654,25to44,75to100k,1,0.3125,0.25,-0.16666666666666666
222,1664,25to44,75to100k,1,0.0,0.0,-0.5
223,1666,25to44,100to150k,1,0.0,0.5,-0.5
224,1667,25to44,100to150k,1,0.375,0.25,-0.5
225,1668,25to44,100to150k,1,0.0,1.0,0.5
226,1676,25to44,150kplus,1,0.375,0.5,0.0
227,1678,25to44,150kplus,1,0.375,0.25,0.3333333333333333
228,1679,25to44,150kplus,1,0.9375,0.25,-0.16666666666666666
229,1691,45to54,less75k,1,0.0,0.5,-0.5
230,1692,45to54,less75k,1,0.4375,0.75,-0.6666666666666666
231,1695,45to54,less75k,1,0.375,0.5,-0.3333333333333333
232,1703,45to54,75to100k,1,0.5,1.0,-0.16666666666666666
233,1704,45to54,75to100k,1,0.4375,0.5,-0.3333333333333333
234,1705,45to54,75to100k,1,0.25,0.25,-0.5
235,1707,45to54,75to100k,1,0.1875,0.25,-0.3333333333333333
236,1708,45to54,75to100k,1,0.0,0.5,-0.8333333333333334
237,1710,45to54,100to150k,1,0.25,0.5,0.0
238,1713,45to54,100to150k,1,0.1875,0.5,0.0
239,1714,45to54,100to150k,1,0.5,0.5,-0.6666666666666666
240,1716,45to54,100to150k,1,0.125,0.75,0.0
241,1718,45to54,100to150k,1,0.1875,0.5,-0.6666666666666666
242,1726,55to64,less75k,1,0.25,0.5,-0.3333333333333333
243,1728,55to64,less75k,1,0.4375,0.25,-0.3333333333333333
244,1733,55to64,less75k,1,0.25,0.25,-0.6666666666666666
245,1735,55to64,75to100k,1,-0.5625,0.25,-0.3333333333333333
246,1738,55to64,75to100k,1,-0.4375,0.25,-0.6666666666666666
247,1741,55to64,100to150k,1,0.0625,0.5,-0.16666666666666666
248,1746,55to64,150kplus,1,-0.0625,0.0,-0.5
249,1748,65plus,less75k,1,0.3125,0.0,-0.5
250,1752,65plus,less75k,1,0.375,0.0,-0.16666666666666666
251,1753,65plus,less75k,1,0.3125,0.5,-0.16666666666666666
252,1756,65plus,less75k,1,0.0625,0.25,-0.5
253,1757,65plus,less75k,1,0.3125,0.5,-0.8333333333333334
254,1759,65plus,less75k,1,0.3125,0.5,-0.5
255,1765,65plus,75to100k,1,0.875,0.75,-0.6666666666666666
256,1767,65plus,75to100k,1,0.375,0.75,-0.16666666666666666
257,1769,65plus,100to150k,1,0.0625,0.5,-0.3333333333333333
258,1770,65plus,100to150k,1,0.3125,0.5,0.5
259,1771,65plus,100to150k,1,0.125,0.5,-0.3333333333333333
260,1774,65plus,100to150k,1,0.3125,0.5,-0.5
261,1775,65plus,100to150k,1,0.3125,0.5,-0.3333333333333333
262,1776,65plus,150kplus,1,0.1875,0.75,0.0
263,1777,65plus,150kplus,1,0.375,0.5,0.16666666666666666
264,1778,65plus,150kplus,1,0.1875,0.5,0.0
265,1783,25to44,less75k,1,0.3125,0.75,-0.5
266,1784,25to44,less75k,1,0.6875,0.5,-0.3333333333333333
267,1794,45to54,less75k,1,0.0,0.75,-0.16666666666666666
268,1795,45to54,75to100k,1,0.8125,0.0,-0.3333333333333333
269,1802,55to64,75to100k,1,0.3125,0.5,0.0
270,1805,65plus,less75k,1,0.375,0.25,-0.16666666666666666
271,1807,65plus,less75k,1,0.5,0.25,-0.16666666666666666
272,1808,65plus,75to100k,1,0.875,1.0,-0.16666666666666666
273,1811,65plus,100to150k,1,0.5,0.5,-0.5
274,1814,25to44,less75k,1,0.875,0.0,0.0
275,1815,25to44,75to100k,1,0.5625,0.0,-0.6666666666666666
276,1817,25to44,150kplus,1,0.125,0.0,-0.3333333333333333
277,1818,45to54,less75k,1,0.5,0.0,-0.16666666666666666
278,1819,45to54,less75k,1,0.6875,0.75,-1.0
279,1822,45to54,150kplus,1,0.25,0.0,0.0
280,1824,55to64,75to100k,1,0.125,0.0,-0.3333333333333333
281,1825,55to64,100to150k,1,0.0625,0.25,-0.6666666666666666
282,1830,65plus,150kplus,1,0.375,0.75,0.0
283,1103,25to44,less75k,0,0.4375,0.0,0.0
284,1129,25to44,75to100k,0,0.875,0.25,-0.3333333333333333
285,1147,25to44,100to150k,0,0.4375,0.75,-0.3333333333333333
286,1171,45to54,less75k,0,0.6875,1.0,-0.5
287,1172,45to54,less75k,0,0.3125,0.5,-0.16666666666666666
288,1274,65plus,150kplus,0,0.4375,0.75,0.5
289,1560,45to54,100to150k,1,-0.6875,0.0,-0.16666666666666666
290,572,55to64,less75k,0,-0.625,0.75,-0.6666666666666666
291,672,45to54,less75k,0,0.625,0.5,-0.5
292,753,65plus,less75k,0,0.125,0.5,-0.6666666666666666
293,777,65plus,150kplus,0,0.5,0.5,-0.3333333333333333
294,2296,25to44,100to150k,0,0.5625,-0.25,-1.0
295,2389,65plus,less75k,0,-0.5625,0.0,-0.16666666666666666
296,2442,25to44,less75k,1,0.375,0.5,-0.6666666666666666
297,2473,25to44,150kplus,1,0.5625,0.25,-0.16666666666666666
298,2495,45to54,75to100k,1,-0.125,1.0,-0.3333333333333333
299,2548,55to64,150kplus,1,-0.4375,0.25,0.0
300,2607,25to44,less75k,1,0.5,0.25,-0.6666666666666666
301,2616,25to44,less75k,1,0.875,0.5,-0.3333333333333333
302,2704,55to64,less75k,1,-0.1875,0.5,-0.16666666666666666
303,2762,65plus,less75k,1,0.0,0.25,-0.16666666666666666
304,21394,45to54,75to100k,0,0.25,-0.25,-0.6666666666666666
305,12748,25to44,less75k,0,0.25,1.0,-0.5
306,12750,25to44,less75k,0,1.0,0.75,-0.16666666666666666
307,12778,25to44,75to100k,0,0.125,0.5,-0.3333333333333333
308,12783,25to44,100to150k,0,0.375,0.75,-0.6666666666666666
309,12787,25to44,100to150k,0,0.375,0.5,-0.8333333333333334
310,12801,45to54,less75k,0,0.0625,0.5,-0.8333333333333334
311,12808,45to54,less75k,0,0.375,0.0,-0.6666666666666666
312,12812,45to54,less75k,0,0.125,0.0,-0.3333333333333333
313,12825,45to54,100to150k,0,0.8125,-0.5,-0.16666666666666666
314,12828,45to54,100to150k,0,0.3125,0.5,-0.5
315,12829,45to54,150kplus,0,0.375,0.25,-0.6666666666666666
316,12834,55to64,less75k,0,0.125,0.5,0.16666666666666666
317,12839,55to64,less75k,0,0.625,0.0,-0.16666666666666666
318,12870,65plus,less75k,0,-0.3125,0.25,-0.16666666666666666
319,12875,65plus,less75k,0,0.0625,-0.5,-0.6666666666666666
320,12888,65plus,75to100k,0,0.0625,0.0,-0.5
321,12889,65plus,75to100k,0,-0.1875,0.5,0.3333333333333333
322,12894,65plus,75to100k,0,0.3125,0.5,-0.6666666666666666
323,12908,65plus,100to150k,0,-0.3125,1.0,-0.5
324,12913,65plus,150kplus,0,0.0,0.75,0.5
325,12922,25to44,less75k,0,0.5,0.25,-0.3333333333333333
326,12930,25to44,less75k,0,-0.375,0.75,-0.16666666666666666
327,12937,25to44,75to100k,0,0.0,0.25,0.3333333333333333
328,12943,25to44,100to150k,0,0.0,0.25,0.0
329,12949,25to44,100to150k,0,0.5625,0.75,-0.5
330,12959,45to54,less75k,0,0.3125,0.5,-0.3333333333333333
331,12961,45to54,less75k,0,0.125,0.25,-0.3333333333333333
332,12966,45to54,less75k,0,0.375,0.5,-0.6666666666666666
333,12971,45to54,75to100k,0,0.0,0.5,-0.5
334,12974,45to54,100to150k,0,-0.3125,0.5,-0.16666666666666666
335,12977,45to54,100to150k,0,0.1875,0.25,0.16666666666666666
336,12984,55to64,less75k,0,0.125,0.0,-0.6666666666666666
337,12987,55to64,less75k,0,0.25,0.0,-0.5
338,12989,55to64,less75k,0,0.4375,0.25,-0.16666666666666666
339,12995,55to64,75to100k,0,-0.25,0.25,-0.5
340,13007,65plus,less75k,0,0.8125,0.0,-0.3333333333333333
341,13020,65plus,less75k,0,0.25,0.5,-0.16666666666666666
342,13024,65plus,75to100k,0,0.25,0.25,-0.6666666666666666
343,13050,25to44,less75k,1,0.375,0.5,0.0
344,13071,45to54,less75k,1,0.5,0.75,0.0
345,13072,45to54,less75k,1,0.625,0.5,-0.6666666666666666
346,13073,45to54,less75k,1,1.0,0.75,0.0
347,13075,45to54,75to100k,1,0.1875,0.25,-0.5
348,13084,55to64,less75k,1,0.4375,0.25,-0.3333333333333333
349,13094,65plus,less75k,1,0.375,-0.5,-0.6666666666666666
350,13098,65plus,less75k,1,0.5,0.5,-0.5
351,13109,65plus,100to150k,1,0.3125,0.5,-0.5
352,13110,65plus,100to150k,1,0.125,0.5,-0.16666666666666666
353,13115,25to44,less75k,1,1.0,0.0,0.0
354,13117,25to44,less75k,1,0.5,0.5,0.0
355,13127,25to44,100to150k,1,0.6875,0.5,0.5
356,13129,25to44,100to150k,1,0.1875,1.0,-0.3333333333333333
357,13133,45to54,less75k,1,0.5625,0.5,0.0
358,13137,45to54,75to100k,1,0.4375,1.0,0.0
359,13160,65plus,less75k,1,0.625,-0.5,-0.5
360,13161,65plus,75to100k,1,0.875,-0.5,-0.16666666666666666
361,13164,65plus,75to100k,1,0.25,1.0,-0.16666666666666666
362,13173,25to44,less75k,1,0.375,0.0,-0.3333333333333333
363,13183,45to54,75to100k,1,0.25,1.0,-0.8333333333333334
364,13187,55to64,75to100k,1,0.625,0.75,-0.3333333333333333
365,13195,65plus,100to150k,1,0.5,0.5,-0.16666666666666666
366,13207,45to54,100to150k,1,-0.6875,0.0,-0.6666666666666666
367,13217,65plus,100to150k,1,0.125,0.5,-0.16666666666666666
368,2206,65plus,less75k,0,0.5625,0.25,0.0
369,2325,45to54,75to100k,0,0.0625,0.25,-0.3333333333333333
370,2327,45to54,75to100k,0,0.0,0.25,-0.3333333333333333
371,2332,45to54,100to150k,0,-0.3125,0.25,0.0
372,2335,45to54,100to150k,0,0.0,0.0,-0.16666666666666666
373,2373,55to64,150kplus,0,0.5,0.5,0.8333333333333334
374,2597,65plus,150kplus,1,0.375,0.5,0.0
375,2619,25to44,less75k,1,0.375,0.75,-0.3333333333333333
376,2656,25to44,150kplus,1,0.0625,0.5,0.0
377,2678,45to54,less75k,1,0.0625,1.0,-0.3333333333333333
378,2784,65plus,75to100k,1,0.375,1.0,-0.5
379,2792,65plus,100to150k,1,0.3125,0.5,-0.5
380,2810,25_below,75to100k,1,0.0,0.0,0.0
381,2820,25to44,150kplus,1,0.375,0.5,0.16666666666666666
382,74248,25to44,75to100k,0,0.1875,0.5,-0.5
383,74436,45to54,less75k,0,0.0625,0.5,0.0
384,74461,45to54,75to100k,0,0.0625,0.0,-0.5
385,74485,55to64,less75k,0,0.375,1.0,0.0
386,74680,65plus,100to150k,1,0.125,0.25,0.5
387,74716,45to54,100to150k,1,0.6875,0.5,0.0
388,27676,45to54,less75k,0,0.125,0.75,0.0
389,27936,45to54,100to150k,0,0.1875,1.0,-0.6666666666666666
390,28001,55to64,less75k,0,0.5,1.0,-0.3333333333333333
391,28119,65plus,75to100k,0,0.8125,0.0,-0.16666666666666666
392,28255,65plus,less75k,1,0.0,0.5,-0.16666666666666666
393,28347,55to64,150kplus,1,0.375,0.25,-0.5
394,36697,55to64,100to150k,0,0.75,0.5,0.16666666666666666
395,36724,25to44,less75k,0,0.9375,1.0,0.0
396,36786,25to44,less75k,1,-0.5,0.0,-0.8333333333333334
397,36807,45to54,100to150k,1,0.3125,0.0,-0.6666666666666666
398,36809,55to64,less75k,1,0.375,0.25,-0.3333333333333333
399,47644,55to64,less75k,0,0.4375,0.0,-0.6666666666666666
400,47652,55to64,150kplus,0,0.375,0.0,-0.3333333333333333
401,47821,25to44,150kplus,1,0.8125,0.5,0.0
402,47879,45to54,less75k,1,0.375,0.25,-0.3333333333333333
403,78057,55to64,less75k,0,0.4375,0.0,-0.6666666666666666
404,78113,45to54,100to150k,0,0.3125,-0.5,-0.5
405,78188,25to44,150kplus,1,0.375,0.75,-0.3333333333333333
406,78251,45to54,150kplus,1,-0.8125,0.5,0.3333333333333333
407,78366,45to54,less75k,1,0.5,0.75,-0.5
408,58344,65plus,100to150k,1,0.3125,0.5,-0.3333333333333333
409,61477,65plus,100to150k,0,0.75,1.0,0.0
410,61498,25to44,100to150k,0,-0.9375,0.75,-0.3333333333333333
411,61540,65plus,75to100k,0,-0.25,0.0,-0.5
412,61548,25to44,75to100k,1,0.625,0.5,-0.5
413,61578,45to54,75to100k,1,0.1875,0.25,-0.8333333333333334
414,61427,45to54,less75k,0,0.6875,0.0,-1.0
415,61530,65plus,less75k,0,-0.25,0.25,-0.5
416,61546,25to44,less75k,1,0.3125,0.75,-0.6666666666666666
417,61557,45to54,150kplus,1,0.5,-0.25,-0.3333333333333333
418,61583,55to64,100to150k,1,0.5,0.75,-0.3333333333333333
419,61553,45to54,less75k,1,0.4375,0.75,0.0
420,16707,25to44,100to150k,0,0.75,0.25,0.0
421,54401,25to44,less75k,0,0.375,0.5,-0.3333333333333333
422,54425,55to64,less75k,0,0.25,-0.5,0.16666666666666666
423,54441,25to44,less75k,0,0.75,0.75,-0.5
424,54468,55to64,less75k,0,0.125,0.5,0.0
425,54498,55to64,100to150k,1,0.4375,0.0,-0.16666666666666666
426,18996,55to64,150kplus,0,0.0625,0.0,-0.16666666666666666
427,19167,55to64,75to100k,1,-0.125,0.5,-0.6666666666666666
428,19168,55to64,100to150k,1,0.6875,0.0,0.16666666666666666
429,19181,25to44,75to100k,1,-0.3125,1.0,-0.3333333333333333
430,62627,55to64,less75k,0,0.625,0.0,-0.3333333333333333
431,21432,25to44,75to100k,0,0.125,0.25,0.0
432,21463,45to54,75to100k,0,-0.3125,0.5,-1.0
433,21469,45to54,100to150k,0,0.3125,1.0,0.16666666666666666
434,21518,25to44,less75k,1,0.4375,0.0,-0.5
435,21547,55to64,less75k,1,0.3125,0.5,-0.3333333333333333
436,21584,45to54,less75k,1,0.0,0.75,-0.3333333333333333
